review_id,record_type,bridge_id,wps_task_id,source_file,rapids_code,variant,process_raw,task_raw,proposed_qsen_statement_id,match_score,review_reason
WPS_REVIEW_0269,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0273,WPS_2074_TIME_BASED_T04_R02_A,wps_time_2074.docx,2074,time_based,Administer non-intravenous medications.,A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0270,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0274,WPS_2074_TIME_BASED_T05_R02_A,wps_time_2074.docx,2074,time_based,Maintain medical facility records.,"A. Maintain accurate, detailed reports and records.",QSEN_0207,0.1252,no_confident_match
WPS_REVIEW_0271,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0275,WPS_2074_TIME_BASED_T06_R02_A,wps_time_2074.docx,2074,time_based,Inform medical professionals regarding patient conditions and care.,"A. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0272,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0276,WPS_2074_TIME_BASED_T06_R03_B,wps_time_2074.docx,2074,time_based,Inform medical professionals regarding patient conditions and care.,B. Inform physician of patient's condition during anesthesia.,,0.0,no_confident_match
WPS_REVIEW_0273,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0277,WPS_2074_TIME_BASED_T07_R02_A,wps_time_2074.docx,2074,time_based,Immunize patients.,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0274,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0278,WPS_2074_TIME_BASED_T08_R02_A,wps_time_2074.docx,2074,time_based,"Treat acute illnesses, infections, or injuries.","A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0275,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0279,WPS_2074_TIME_BASED_T09_R02_A,wps_time_2074.docx,2074,time_based,Collaborate with healthcare professionals to plan or provide treatment.,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.",QSEN_0132,0.2419,no_confident_match
WPS_REVIEW_0276,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0280,WPS_2074_TIME_BASED_T10_R02_A,wps_time_2074.docx,2074,time_based,Supervise patient care personnel.,A. Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,QSEN_0193,0.0822,no_confident_match
WPS_REVIEW_0277,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0281,WPS_2074_TIME_BASED_T11_R02_A,wps_time_2074.docx,2074,time_based,Monitor patient progress or responses to treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0278,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0282,WPS_2074_TIME_BASED_T12_R02_A,wps_time_2074.docx,2074,time_based,Monitor patients following surgeries or other treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0279,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0283,WPS_2074_TIME_BASED_T13_R02_A,wps_time_2074.docx,2074,time_based,Manage healthcare operations.,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",QSEN_0160,0.0986,no_confident_match
WPS_REVIEW_0280,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0284,WPS_2074_TIME_BASED_T14_R02_A,wps_time_2074.docx,2074,time_based,Advise medical personnel regarding healthcare issues.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0281,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0285,WPS_2074_TIME_BASED_T15_R02_A,wps_time_2074.docx,2074,time_based,Analyze test data or images to inform diagnosis or treatment.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0282,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0286,WPS_2074_TIME_BASED_T16_R02_A,wps_time_2074.docx,2074,time_based,Direct healthcare delivery programs.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0283,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0287,WPS_2074_TIME_BASED_T17_R02_A,wps_time_2074.docx,2074,time_based,Order medical diagnostic or clinical tests.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0284,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0288,WPS_2074_TIME_BASED_T18_R02_A,wps_time_2074.docx,2074,time_based,Prescribe assistive medical devices or related treatments.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0285,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0289,WPS_2074_TIME_BASED_T19_R02_A,wps_time_2074.docx,2074,time_based,Prescribe medications.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0286,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0290,WPS_2074_TIME_BASED_T20_R02_A,wps_time_2074.docx,2074,time_based,Design public or employee health programs.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0287,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0292,WPS_2074_TIME_BASED_T21_R02_A,wps_time_2074.docx,2074,time_based,Communicate health and wellness information to the public.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0288,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0293,WPS_2074_TIME_BASED_T22_R02_A,wps_time_2074.docx,2074,time_based,Evaluate patient outcomes to determine effectiveness of treatments.,A. Modify patient treatment plans as indicated by patients' responses and conditions.,QSEN_0095,0.1033,no_confident_match
WPS_REVIEW_0289,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0294,WPS_2074_TIME_BASED_T23_R02_A,wps_time_2074.docx,2074,time_based,Maintain inventory of medical supplies or equipment.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0290,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0295,WPS_2074_TIME_BASED_T24_R02_A,wps_time_2074.docx,2074,time_based,Prepare medical supplies or equipment for use.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0291,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0296,WPS_2074_TIME_BASED_T25_R02_A,wps_time_2074.docx,2074,time_based,Test biological specimens to gather information about patient conditions.,A. Conduct specified laboratory tests.,QSEN_0108,0.1515,no_confident_match
WPS_REVIEW_0292,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0297,WPS_2074_TIME_BASED_T26_R02_A,wps_time_2074.docx,2074,time_based,Monitor health or behavior of people or animals.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0293,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0298,WPS_2074_TIME_BASED_T27_R02_A,wps_time_2074.docx,2074,time_based,Supervise workers providing client or patient services.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0294,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0299,WPS_2074_TIME_BASED_T28_R02_A,wps_time_2074.docx,2074,time_based,"Assess patient work, living, or social environments.","A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",QSEN_0136,0.2856,no_confident_match
WPS_REVIEW_0295,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0300,WPS_2074_TIME_BASED_T29_R02_A,wps_time_2074.docx,2074,time_based,Administer anesthetics or sedatives to control pain.,"A. Administer local, inhalation, intravenous, or other anesthetics.",QSEN_0014,0.1046,no_confident_match
WPS_REVIEW_0296,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0301,WPS_2074_TIME_BASED_T30_R02_A,wps_time_2074.docx,2074,time_based,Assist healthcare practitioners during examinations or treatments.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0297,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0302,WPS_2074_TIME_BASED_T31_R02_A,wps_time_2074.docx,2074,time_based,Prepare patients physically for medical procedures.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0298,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0303,WPS_2074_TIME_BASED_T32_R02_A,wps_time_2074.docx,2074,time_based,Train caregivers or other non-medical personnel.,A. Provide or arrange for training or instruction of auxiliary personnel or students.,QSEN_0198,0.142,no_confident_match
WPS_REVIEW_0299,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0304,WPS_2074_TIME_BASED_T33_R02_A,wps_time_2074.docx,2074,time_based,Diagnose medical conditions.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0300,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0305,WPS_2074_TIME_BASED_T34_R02_A,wps_time_2074.docx,2074,time_based,Examine patients to assess general physical condition.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0301,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0306,WPS_2074_TIME_BASED_T35_R02_A,wps_time_2074.docx,2074,time_based,Refer patients to other healthcare practitioners or health resources.,A. Refer students or patients to specialized health resources or community agencies furnishing assistance.,QSEN_0117,0.1434,no_confident_match
WPS_REVIEW_0302,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0307,WPS_2074_TIME_BASED_T36_R02_A,wps_time_2074.docx,2074,time_based,Treat medical emergencies.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0303,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0308,WPS_2074_TIME_BASED_T37_R02_A,wps_time_2074.docx,2074,time_based,Advise communities or institutions regarding health or safety issues.,A. Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,QSEN_0104,0.1472,no_confident_match
WPS_REVIEW_0304,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0309,WPS_2074_TIME_BASED_T38_R02_A,wps_time_2074.docx,2074,time_based,Conduct research to increase knowledge about medical issues.,A. Engage in research activities related to nursing.,QSEN_0097,0.303,ambiguous_match
WPS_REVIEW_0305,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0310,WPS_2074_TIME_BASED_T39_R02_X,wps_time_2074.docx,2074,time_based,Provider,Name:,,0.0,no_confident_match
WPS_REVIEW_0306,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0311,WPS_2074_TIME_BASED_T39_R03_X,wps_time_2074.docx,2074,time_based,Provider,Address:,,0.0,no_confident_match
WPS_REVIEW_0307,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0312,WPS_2074_TIME_BASED_T39_R04_X,wps_time_2074.docx,2074,time_based,Provider,Email:,,0.0,no_confident_match
WPS_REVIEW_0308,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0313,WPS_2074_TIME_BASED_T39_R05_X,wps_time_2074.docx,2074,time_based,Provider,Suggested Related Instruction Hours: XXX,QSEN_0101,0.1246,no_confident_match
WPS_REVIEW_0309,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0314,WPS_2074_TIME_BASED_T40_R02_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3818,,0.0,no_confident_match
WPS_REVIEW_0310,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0315,WPS_2074_TIME_BASED_T40_R03_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3806,,0.0,no_confident_match
WPS_REVIEW_0311,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0316,WPS_2074_TIME_BASED_T40_R04_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3801,,0.0,no_confident_match
WPS_REVIEW_0312,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0317,WPS_2074_TIME_BASED_T40_R05_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3805,,0.0,no_confident_match
WPS_REVIEW_0313,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0318,WPS_2074_TIME_BASED_T40_R06_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3820,,0.0,no_confident_match
WPS_REVIEW_0314,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0319,WPS_2074_TIME_BASED_T40_R07_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3899,,0.0,no_confident_match
WPS_REVIEW_0315,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0320,WPS_2074_TIME_BASED_T40_R08_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3812,,0.0,no_confident_match
WPS_REVIEW_0316,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0321,WPS_2074_TIME_BASED_T40_R09_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3802,,0.0,no_confident_match
WPS_REVIEW_0317,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0322,WPS_2074_TIME_BASED_T40_R10_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3803,,0.0,no_confident_match
WPS_REVIEW_0318,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0323,WPS_2074_TIME_BASED_T40_R11_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3810,,0.0,no_confident_match
WPS_REVIEW_0319,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0324,WPS_2074_TIME_BASED_T40_R12_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3815,,0.0,no_confident_match
WPS_REVIEW_0320,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0325,WPS_2074_TIME_BASED_T40_R13_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3821,,0.0,no_confident_match
WPS_REVIEW_0321,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0326,WPS_2074_TIME_BASED_T40_R14_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3816,,0.0,no_confident_match
WPS_REVIEW_0322,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0327,WPS_2074_TIME_BASED_T40_R15_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3814,,0.0,no_confident_match
WPS_REVIEW_0323,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0328,WPS_2074_TIME_BASED_T40_R16_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3819,,0.0,no_confident_match
WPS_REVIEW_0324,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0329,WPS_2074_TIME_BASED_T40_R17_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3822,,0.0,no_confident_match
WPS_REVIEW_0325,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0330,WPS_2074_TIME_BASED_T40_R18_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3808,,0.0,no_confident_match
WPS_REVIEW_0326,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0331,WPS_2074_TIME_BASED_T40_R19_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3824,,0.0,no_confident_match
WPS_REVIEW_0327,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0332,WPS_2074_TIME_BASED_T40_R20_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3811,,0.0,no_confident_match
WPS_REVIEW_0328,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0333,WPS_2074_TIME_BASED_T40_R21_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3813,,0.0,no_confident_match
WPS_REVIEW_0329,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0334,WPS_2074_TIME_BASED_T40_R22_X,wps_time_2074.docx,2074,time_based,*CIP Code,51.3809,,0.0,no_confident_match
WPS_REVIEW_0330,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0335,WPS_2074_TIME_BASED_T40_R23_X,wps_time_2074.docx,2074,time_based,*CIP Code,Total,,0.0,no_confident_match
WPS_REVIEW_0331,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0336,WPS_3056_TIME_BASED_T02_R02_A,wps_time_3056.docx,3056,time_based,Record patient medical histories.,A. Record patients' medical information and vital signs.,QSEN_0188,0.3033,ambiguous_match
WPS_REVIEW_0332,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0337,WPS_3056_TIME_BASED_T02_R03_B,wps_time_3056.docx,3056,time_based,Record patient medical histories.,"B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0333,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0338,WPS_3056_TIME_BASED_T03_R02_A,wps_time_3056.docx,3056,time_based,"Monitor patient conditions during treatments, procedures, or activities.",A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0334,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0339,WPS_3056_TIME_BASED_T03_R03_B,wps_time_3056.docx,3056,time_based,"Monitor patient conditions during treatments, procedures, or activities.","B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0335,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0340,WPS_3056_TIME_BASED_T04_R02_A,wps_time_3056.docx,3056,time_based,Administer non-intravenous medications.,A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0336,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0341,WPS_3056_TIME_BASED_T05_R02_A,wps_time_3056.docx,3056,time_based,Maintain medical facility records.,"A. Maintain accurate, detailed reports and records.",QSEN_0207,0.1252,no_confident_match
WPS_REVIEW_0337,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0342,WPS_3056_TIME_BASED_T06_R02_A,wps_time_3056.docx,3056,time_based,Inform medical professionals regarding patient conditions and care.,"A. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0338,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0343,WPS_3056_TIME_BASED_T06_R03_B,wps_time_3056.docx,3056,time_based,Inform medical professionals regarding patient conditions and care.,B. Inform physician of patient's condition during anesthesia.,,0.0,no_confident_match
WPS_REVIEW_0339,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0344,WPS_3056_TIME_BASED_T07_R02_A,wps_time_3056.docx,3056,time_based,Immunize patients.,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0340,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0345,WPS_3056_TIME_BASED_T08_R02_A,wps_time_3056.docx,3056,time_based,"Treat acute illnesses, infections, or injuries.","A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0341,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0346,WPS_3056_TIME_BASED_T09_R02_A,wps_time_3056.docx,3056,time_based,Collaborate with healthcare professionals to plan or provide treatment.,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.",QSEN_0132,0.2419,no_confident_match
WPS_REVIEW_0342,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0347,WPS_3056_TIME_BASED_T10_R02_A,wps_time_3056.docx,3056,time_based,Supervise patient care personnel.,A. Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,QSEN_0193,0.0822,no_confident_match
WPS_REVIEW_0343,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0348,WPS_3056_TIME_BASED_T11_R02_A,wps_time_3056.docx,3056,time_based,Monitor patient progress or responses to treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0344,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0349,WPS_3056_TIME_BASED_T12_R02_A,wps_time_3056.docx,3056,time_based,Monitor patients following surgeries or other treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0345,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0350,WPS_3056_TIME_BASED_T13_R02_A,wps_time_3056.docx,3056,time_based,Manage healthcare operations.,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",QSEN_0160,0.0986,no_confident_match
WPS_REVIEW_0346,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0351,WPS_3056_TIME_BASED_T14_R02_A,wps_time_3056.docx,3056,time_based,Advise medical personnel regarding healthcare issues.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0347,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0352,WPS_3056_TIME_BASED_T15_R02_A,wps_time_3056.docx,3056,time_based,Analyze test data or images to inform diagnosis or treatment.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0348,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0353,WPS_3056_TIME_BASED_T16_R02_A,wps_time_3056.docx,3056,time_based,Direct healthcare delivery programs.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0349,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0354,WPS_3056_TIME_BASED_T17_R02_A,wps_time_3056.docx,3056,time_based,Order medical diagnostic or clinical tests.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0350,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0355,WPS_3056_TIME_BASED_T18_R02_A,wps_time_3056.docx,3056,time_based,Prescribe assistive medical devices or related treatments.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0351,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0356,WPS_3056_TIME_BASED_T19_R02_A,wps_time_3056.docx,3056,time_based,Prescribe medications.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0352,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0357,WPS_3056_TIME_BASED_T20_R02_A,wps_time_3056.docx,3056,time_based,Design public or employee health programs.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0353,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0359,WPS_3056_TIME_BASED_T21_R02_A,wps_time_3056.docx,3056,time_based,Communicate health and wellness information to the public.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0354,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0360,WPS_3056_TIME_BASED_T22_R02_A,wps_time_3056.docx,3056,time_based,Evaluate patient outcomes to determine effectiveness of treatments.,A. Modify patient treatment plans as indicated by patients' responses and conditions.,QSEN_0095,0.1033,no_confident_match
WPS_REVIEW_0355,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0361,WPS_3056_TIME_BASED_T23_R02_A,wps_time_3056.docx,3056,time_based,Maintain inventory of medical supplies or equipment.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0356,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0362,WPS_3056_TIME_BASED_T24_R02_A,wps_time_3056.docx,3056,time_based,Prepare medical supplies or equipment for use.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0357,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0363,WPS_3056_TIME_BASED_T25_R02_A,wps_time_3056.docx,3056,time_based,Test biological specimens to gather information about patient conditions.,A. Conduct specified laboratory tests.,QSEN_0108,0.1515,no_confident_match
WPS_REVIEW_0358,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0364,WPS_3056_TIME_BASED_T26_R02_A,wps_time_3056.docx,3056,time_based,Monitor health or behavior of people or animals.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0359,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0365,WPS_3056_TIME_BASED_T27_R02_A,wps_time_3056.docx,3056,time_based,Supervise workers providing client or patient services.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
