qsen_statement_id,source_workbook,source_sheet,source_row,qsen_domain_raw,qsen_domain_name,ksa_raw,qsen_statement_raw,qsen_statement_normalized,aacn_codes_raw,aacn_subcompetency_codes,aacn_subcompetency_count,malformed_aacn_code_count
QSEN_0186,Prelicensure Workbook.xlsx,Entry Level,191,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Seek education about how information is managed in care settings before providing care,seek education about how information is managed in care settings before providing care,AK191: 8.3f,8.3f,1,0
QSEN_0187,Prelicensure Workbook.xlsx,Entry Level,192,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Apply technology and information management tools to support safe processes of care,apply technology and information management tools to support safe processes of care,AI192: 8.1c; AK192: 8.3f,8.1c; 8.3f,2,0
QSEN_0188,Prelicensure Workbook.xlsx,Entry Level,193,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Navigate the electronic health record,navigate the electronic health record,AI193: 8.1c,8.1c,1,0
QSEN_0189,Prelicensure Workbook.xlsx,Entry Level,194,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Document and plan patient care in an electronic health record,document and plan patient care in an electronic health record,AI194: 8.1c,8.1c,1,0
QSEN_0190,Prelicensure Workbook.xlsx,Entry Level,195,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Employ communication technologies to coordinate care for patients,employ communication technologies to coordinate care for patients,AD195: 6.3c; AI195: 8.1c,6.3c; 8.1c,2,0
QSEN_0191,Prelicensure Workbook.xlsx,Entry Level,196,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Respond appropriately to clinical decision making supports and alerts,respond appropriately to clinical decision making supports and alerts,"AH196: 7.3a; AK196: 8.3b, 8.3f",7.3a; 8.3b; 8.3f,3,0
QSEN_0192,Prelicensure Workbook.xlsx,Entry Level,197,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Use information management tools to monitor outcomes of care processes,use information management tools to monitor outcomes of care processes,AH197: 7.3b; AK197: 8.3d,7.3b; 8.3d,2,0
QSEN_0193,Prelicensure Workbook.xlsx,Entry Level,198,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Use high quality electronic sources of healthcare information,use high quality electronic sources of healthcare information,AI198: 8.1a,8.1a,1,0
QSEN_0194,Prelicensure Workbook.xlsx,Entry Level,199,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Communicate the integral role of information technology in nurses’ work.,communicate the integral role of information technology in nurses work,AI199: 8.1f; AJ199: 8.2e; AL199: 8.4a,8.1f; 8.2e; 8.4a,3,0
QSEN_0195,Prelicensure Workbook.xlsx,Entry Level,200,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,"Search, retrieve, and manage data to make decisions using information and knowledge management systems",search retrieve and manage data to make decisions using information and knowledge management systems,AJ200: 8.2c,8.2c,1,0
QSEN_0196,Prelicensure Workbook.xlsx,Entry Level,201,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Serve as a resource for how to document nursing care at basic and advanced levels,serve as a resource for how to document nursing care at basic and advanced levels,AK201: 8.3a,8.3a,1,0
QSEN_0197,Prelicensure Workbook.xlsx,Entry Level,202,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Participate in the design of clinical decision-making supports and alerts,participate in the design of clinical decision making supports and alerts,AK202: 8.3b,8.3b,1,0
QSEN_0198,Prelicensure Workbook.xlsx,Entry Level,203,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Promote access to patient care information for all professionals who provide care to patients.,promote access to patient care information for all professionals who provide care to patients,AL203: 8.4b,8.4b,1,0
QSEN_0199,Prelicensure Workbook.xlsx,Entry Level,204,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Skills,Anticipate unintended consequences of new technology,anticipate unintended consequences of new technology,AM204: 8.5a,8.5a,1,0
QSEN_0200,Prelicensure Workbook.xlsx,Entry Level,205,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,"Appreciate the necessity for all health professionals to seek lifelong, continuous learning of information technology skills",appreciate the necessity for all health professionals to seek lifelong continuous learning of information technology skills,AI205: 8.1c; AU205: 10.2c,8.1c; 10.2c,2,0
QSEN_0201,Prelicensure Workbook.xlsx,Entry Level,206,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,"Value technologies that support clinical decision-making, error prevention, and care coordination",value technologies that support clinical decision making error prevention and care coordination,AK206: 8.3b,8.3b,1,0
QSEN_0202,Prelicensure Workbook.xlsx,Entry Level,207,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,Protect confidentiality of protected health information in electronic health records,protect confidentiality of protected health information in electronic health records,AM207: 8.5c; AN207: 9.1f,8.5c; 9.1f,2,0
QSEN_0203,Prelicensure Workbook.xlsx,Entry Level,208,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,"Value nurses’ involvement in design, selection, implementation, and evaluation of information technologies to support patient care",value nurses involvement in design selection implementation and evaluation of information technologies to support patient care,AI208: 8.1f; AJ208: 8.2e,8.1f; 8.2e,2,0
QSEN_0204,Prelicensure Workbook.xlsx,Entry Level,209,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,"Appreciate the time, effort, and skill required for computers, databases and other technologies to become reliable and effective tools for patient care",appreciate the time effort and skill required for computers databases and other technologies to become reliable and effective tools for patient care,AI209: 8.1c; AJ209: 8.2c; AK209: 8.3a,8.1c; 8.2c; 8.3a,3,0
QSEN_0205,Prelicensure Workbook.xlsx,Entry Level,210,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,Value the use of information and communication technologies in patient care,value the use of information and communication technologies in patient care,"AI210: 8.1f; AK210: 8.3c, 8.3e",8.1f; 8.3c; 8.3e,3,0
QSEN_0206,Prelicensure Workbook.xlsx,Entry Level,211,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,Appreciate the contribution of technological alert systems,appreciate the contribution of technological alert systems,AK211: 8.3b,8.3b,1,0
QSEN_0207,Prelicensure Workbook.xlsx,Entry Level,212,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Attitudes,Value the confidentiality and security of all patient records,value the confidentiality and security of all patient records,AM212: 8.5c,8.5c,1,0
